task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
vocabularyPPVT,VO_PPV_T_28,animar,521,522,523,524,521,3,6,,NA,2,animar,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_29,vehiculo,531,532,533,534,534,4,7,,NA,2,vehiculo,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_30,abrillantar,541,542,543,544,541,4,10,,NA,2,abrillantar,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_31,apio,551,552,553,554,551,2,4,,NA,2,apio,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_32,ovalo,561,562,563,564,561,3,5,,NA,2,ovalo,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_33,hortaliza,571,572,573,574,573,4,8,,NA,2,hortaliza,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_34,peludo,581,582,583,584,584,3,6,,NA,2,peludo,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_35,premiar,591,592,593,594,593,2,7,,NA,2,premiar,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_36,cerebro,601,602,603,604,602,3,7,,NA,2,cerebro,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_37,molestar,611,612,613,614,611,3,8,,NA,2,molestar,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_38,lima,621,622,623,624,622,2,4,,NA,2,lima,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_39,isla,631,632,633,634,632,2,4,,NA,2,isla,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_40,seleccionar,641,642,643,644,641,4,11,,NA,2,seleccionar,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_41,par,651,652,653,654,653,1,3,,NA,2,par,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_42,angulo,661,662,663,664,661,3,6,,NA,2,angulo,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_43,reptil,671,672,673,674,672,2,6,,NA,2,reptil,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_44,mandibula,681,682,683,684,684,4,9,,NA,2,mandibula,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_45,acantilado,691,692,693,694,691,5,10,,NA,2,acantilado,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_46,terror,701,702,703,704,703,2,5,,NA,2,terror,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_47,dirigir,711,712,713,714,712,3,7,,NA,2,dirigir,NA,,,,,,,,
vocabularyPPVT,VO_PPV_T_48,morsa,721,722,723,724,723,2,5,,NA,2,morsa,NA,,,,,,,,
